id,name,now_cost,position,team,total_points,expected_goals_conceded_per_90,expected_goals_conceded,form,team_join_date,transfers_in,goals_conceded,saves_per_90,minutes,now_cost_rank_type,value_season,mng_underdog_draw,goals_conceded_per_90,penalties_missed,creativity,selected_rank,ict_index_rank_type,transfers_out_event,mng_clean_sheets,birth_date,starts,mng_goals_scored,penalties_saved,expected_goals,expected_assists_per_90,creativity_rank,mng_win,news_added,saves,clean_sheets,own_goals,bonus,chance_of_playing_next_round,ep_this,points_per_game_rank_type,ict_index,transfers_out,opta_code,direct_freekicks_order,clean_sheets_per_90,can_select,selected_by_percent,mng_underdog_win,corners_and_indirect_freekicks_order,cost_change_start_fall,dreamteam_count,points_per_game_rank,assists,expected_goal_involvements,event_points,points_per_game,yellow_cards,cost_change_event_fall,mng_draw,starts_per_90,threat_rank,cost_change_event,bps,selected_rank_type,influence_rank,penalties_order,in_dreamteam,red_cards,region,threat_rank_type,cost_change_start,value_form,chance_of_playing_this_round,form_rank,transfers_in_event,influence,web_name,news,mng_loss,creativity_rank_type,expected_goals_per_90,now_cost_rank,form_rank_type,ict_index_rank,influence_rank_type,ep_next,goals_scored,expected_goal_involvements_per_90,expected_assists,status,threat
39,Joe Gauci,40,GKP,Aston Villa,0,0.0,0.00,0.0,2024-02-01,63380,0,0.0,0,53,0.0,0,0.0,0,0.0,260,67,38,0,,0,0,0,0.00,0.0,593,0,2025-02-03T10:19:41.424678Z,0,0,0,0,0.0,0.0,67,0.0,79209,p462492,,0.0,False,0.5,0,,0,0,614,0,0.00,0,0.0,0,0,0,0.0,554,0,0,35,606,,False,0,13.0,37,0,0.0,0.0,488,0,0.0,Gauci,Loaned to Barnsley,0,56,0.0,667,58,606,67,0.0,0,0.0,0.00,u,0.0
40,Kortney Hause,39,DEF,Aston Villa,0,0.0,0.00,0.0,2019-07-01,62304,0,0.0,0,240,0.0,0,0.0,0,0.0,258,193,45,0,1995-07-16,0,0,0,0.00,0.0,550,0,,0,0,0,0,,0.0,195,0.0,76992,p123354,,0.0,True,0.5,0,,1,0,581,0,0.00,0,0.0,0,0,0,0.0,505,0,0,99,571,,False,0,241.0,175,-1,0.0,,435,18,0.0,Hause,,0,190,0.0,742,139,571,193,0.0,0,0.0,0.00,a,0.0
41,Samuel Iling-Junior,54,MID,Aston Villa,0,0.0,0.00,0.0,,342,0,0.0,0,85,0.0,0,0.0,0,0.0,660,342,1,0,,0,0,0,0.00,0.0,792,0,2024-08-29T11:07:04.555253Z,0,0,0,0,0.0,0.0,342,0.0,6765,p469247,,0.0,False,0.0,0,,1,0,791,0,0.00,0,0.0,0,0,0,0.0,789,0,0,271,792,,False,0,,341,-1,0.0,0.0,775,0,0.0,Iling Jr,Season long loan to Bologna,0,342,0.0,136,333,792,342,0.0,0,0.0,0.00,u,0.0
42,Boubacar Kamara,50,MID,Aston Villa,45,1.19,20.51,2.2,2022-06-11,10340,21,0.0,1547,131,9.0,0,1.22,0,174.2,575,143,8,0,1999-11-23,18,0,0,0.79,0.04,218,0,2025-02-18T22:00:09.222622Z,0,5,0,1,100.0,2.2,138,51.8,8754,p226944,,0.29,True,0.0,0,,0,0,309,0,1.46,3,1.9,2,0,0,1.05,305,0,247,220,239,,False,0,73.0,169,0,0.4,100.0,164,39,282.6,Kamara,,0,144,0.05,211,73,278,106,2.2,0,0.09,0.67,a,60.0
43,Kaine Kesler-Hayden,40,DEF,Aston Villa,0,0.0,0.00,0.0,,0,0,0.0,0,182,0.0,0,0.0,0,0.0,727,210,0,0,,0,0,0,0.00,0.0,596,0,2024-08-09T11:14:21.895838Z,0,0,0,0,0.0,0.0,210,0.0,1683,p465390,,0.0,False,0.0,0,,0,0,617,0,0.00,0,0.0,0,0,0,0.0,557,0,0,247,609,,False,0,,198,0,0.0,0.0,491,0,0.0,Kesler-Hayden,Has joined Preston North End for the rest of the season,0,208,0.0,670,167,609,210,0.0,0,0.0,0.00,u,0.0
44,Ezri Konsa Ngoyo,44,DEF,Aston Villa,87,1.32,40.43,4.2,2019-07-11,1573520,43,0.0,2756,91,19.8,0,1.4,0,109.4,46,71,443,0,1997-10-23,31,0,0,0.94,0.02,276,0,2025-02-10T10:00:08.895290Z,0,7,0,7,100.0,4.2,53,68.2,1945505,p199798,,0.23,True,8.1,0,,1,2,179,0,1.43,5,2.7,1,0,0,1.01,245,0,405,16,151,,False,0,241.0,69,-1,1.0,100.0,53,1336,455.6,Konsa,,0,78,0.03,508,12,223,57,4.2,1,0.05,0.49,a,116.0
45,Ian Maatsen,45,DEF,Aston Villa,50,1.33,13.95,4.2,2024-06-28,151809,14,0.0,945,67,11.1,0,1.33,0,273.5,158,68,467,0,2002-03-10,8,0,0,0.79,0.22,151,0,2024-11-14T10:00:07.838636Z,0,2,0,0,100.0,4.2,99,69.6,356184,p441302,,0.19,True,1.6,0,,5,0,305,2,3.07,1,1.9,2,0,0,0.76,181,0,188,60,269,,False,0,152.0,34,-5,0.9,100.0,54,736,240.8,Maatsen,,0,30,0.08,391,13,217,101,4.2,1,0.3,2.28,a,181.0
46,Filip Marschall,40,GKP,Aston Villa,0,0.0,0.00,0.0,,0,0,0.0,0,52,0.0,0,0.0,0,0.0,797,66,0,0,,0,0,0,0.00,0.0,592,0,2024-07-18T09:50:40.812599Z,0,0,0,0,0.0,0.0,66,0.0,89,p462381,,0.0,False,0.0,0,,0,0,613,0,0.00,0,0.0,0,0,0,0.0,553,0,0,81,605,,False,0,,36,0,0.0,0.0,487,0,0.0,Marschall,Has joined MK Dons for the rest of the season,0,55,0.0,666,57,605,66,0.0,0,0.0,0.00,u,0.0
47,Emiliano Martínez Romero,50,GKP,Aston Villa,107,1.28,43.35,5.4,2020-09-16,1849082,45,2.76,3060,9,21.4,0,1.32,0,20.0,32,9,656,0,1992-09-02,35,0,1,0.00,0.0,424,0,2025-02-26T00:00:07.578531Z,94,7,0,6,100.0,5.4,20,79.0,1939207,p98980,,0.21,True,12.7,0,,0,2,132,0,0.02,8,3.1,5,0,0,1.03,769,0,437,4,29,,False,0,10.0,76,0,1.1,100.0,26,2604,769.6,Martinez,,0,8,0.0,199,2,187,9,5.4,0,0.0,0.02,a,0.0
48,John McGinn,52,MID,Aston Villa,72,1.44,33.06,3.0,2018-08-08,114577,34,0.0,2067,99,13.8,0,1.48,0,462.6,246,84,100,0,1994-10-18,25,0,0,2.93,0.11,76,0,2025-01-04T19:30:07.992156Z,0,6,0,1,100.0,3.0,109,97.0,272687,p122806,,0.26,True,0.7,0,,3,0,258,4,5.45,1,2.2,7,0,0,1.09,134,0,338,78,252,,False,0,243.0,84,-3,0.6,100.0,113,126,269.0,McGinn,,0,59,0.13,166,48,144,112,3.0,1,0.24,2.52,a,241.0
49,Tyrone Mings,44,DEF,Aston Villa,47,1.06,13.20,2.8,2019-07-08,54605,11,0.0,1119,86,10.7,0,0.88,0,49.2,346,109,46,0,1993-03-13,12,0,0,0.88,0.02,359,0,2025-03-01T08:00:09.097035Z,0,4,0,5,100.0,2.8,20,34.4,42733,p149484,,0.32,True,0.2,0,,1,2,101,1,1.11,6,3.4,1,0,0,0.97,292,0,207,130,280,,False,0,241.0,88,-1,0.6,100.0,121,48,218.6,Mings,,0,121,0.07,500,33,330,102,2.8,0,0.09,0.23,a,74.0
50,Kosta Nedeljković,39,DEF,Aston Villa,5,1.66,2.23,0.0,2024-01-22,256190,4,0.0,121,259,1.3,0,2.98,0,7.2,265,172,27,0,,0,0,0,0.00,0.01,464,0,2025-02-03T18:30:15.024412Z,0,0,0,0,0.0,0.0,157,3.0,260409,p578545,,0.0,False,0.5,0,,1,0,453,0,0.02,0,1.0,0,0,0,0.0,526,0,11,102,472,,False,0,190.0,184,-1,0.0,0.0,457,0,22.8,Nedeljkovic,Loaned to RB Leipzig,0,161,0.0,773,149,492,171,0.0,0,0.01,0.02,u,0.0
51,Robin Olsen,45,GKP,Aston Villa,8,1.88,3.75,0.0,2022-06-10,15462,4,2.5,180,15,1.8,0,2.0,0,0.0,416,38,13,0,1990-01-08,1,0,0,0.00,0.0,681,0,2024-10-18T16:30:05.894923Z,5,1,0,0,100.0,0.0,30,3.7,19208,p111782,,0.5,True,0.1,0,,0,0,182,0,0.00,0,2.7,0,0,0,0.5,659,0,21,56,446,,False,0,206.0,66,0,0.0,100.0,611,12,37.0,Olsen,,0,79,0.0,367,81,486,38,0.0,0,0.0,0.00,a,0.0
52,Pau Torres,42,DEF,Aston Villa,48,1.29,26.30,1.6,2023-07-12,261689,31,0.0,1839,154,11.4,0,1.52,0,67.4,231,86,80,0,1997-01-16,21,0,0,0.51,0.02,332,0,2024-12-30T23:30:08.107053Z,0,4,0,2,100.0,1.6,77,48.3,338092,p244954,,0.2,True,0.8,0,,3,1,248,0,0.87,1,2.2,1,0,0,1.03,265,0,226,90,221,,False,0,200.0,74,-3,0.4,100.0,218,66,313.2,Pau,,0,107,0.02,620,67,287,81,1.6,0,0.04,0.36,a,100.0
53,Jacob Ramsey,54,MID,Aston Villa,65,1.28,22.57,1.8,2019-02-12,111906,24,0.0,1589,80,12.0,0,1.36,0,307.1,310,99,208,0,2001-05-28,19,0,0,1.59,0.12,126,0,2025-05-11T00:30:07.633320Z,0,5,0,3,0.0,1.8,106,77.9,120273,p232653,,0.28,True,0.3,0,,1,0,246,4,3.71,0,2.3,2,0,0,1.08,135,0,263,95,271,,False,1,241.0,85,-1,0.3,100.0,208,45,234.4,Ramsey,Suspended until 25 May,0,90,0.09,131,91,193,123,0.0,1,0.21,2.12,s,239.0
54,Morgan Rogers,57,MID,Aston Villa,154,1.26,41.16,4.4,2024-02-01,7251152,39,0.0,2942,63,27.0,0,1.19,0,690.1,11,13,2917,0,2002-07-26,35,0,0,6.13,0.16,34,0,2025-02-22T21:30:09.096177Z,0,9,0,15,100.0,4.4,12,204.9,5445935,p244850,,0.28,True,24.6,0,,-7,4,26,10,11.28,6,4.4,9,0,0,1.07,38,0,515,4,45,,False,0,241.0,23,7,0.8,100.0,48,10213,700.6,Rogers,,0,29,0.19,97,18,18,11,4.4,8,0.35,5.15,a,658.0
55,Viljami Sinisalo,40,GKP,Aston Villa,0,0.0,0.00,0.0,,0,0,0.0,0,47,0.0,0,0.0,0,0.0,799,63,0,0,,0,0,0,0.00,0.0,583,0,2024-07-18T09:43:21.242291Z,0,0,0,0,0.0,0.0,63,0.0,93,p248164,,0.0,False,0.0,0,,0,0,606,0,0.00,0,0.0,0,0,0,0.0,544,0,0,82,598,,False,0,,31,0,0.0,0.0,479,0,0.0,Sinisalo,Permanent transfer to Celtic,0,50,0.0,657,53,598,63,0.0,0,0.0,0.00,u,0.0
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,0.0,0.00,0.0,,0,0,0.0,0,195,0.0,0,0.0,0,0.0,554,219,2,0,,0,0,0,0.00,0.0,606,0,2024-08-16T11:50:34.812830Z,0,0,0,0,0.0,0.0,219,0.0,19260,p514315,,0.0,False,0.0,0,,0,0,627,0,0.00,0,0.0,0,0,0,0.0,568,0,0,194,619,,False,0,,208,0,0.0,0.0,503,0,0.0,Sousa,Loaned to  Bristol Rovers,0,217,0.0,684,178,619,219,0.0,0,0.0,0.00,u,0.0
57,Youri Tielemans,55,MID,Aston Villa,120,1.27,42.45,5.2,2023-06-14,395949,44,0.0,2997,68,21.8,0,1.32,1,951.7,176,11,3128,0,1997-05-07,35,0,0,3.13,0.17,7,0,2025-05-08T16:30:07.959472Z,0,7,0,15,0.0,0.0,51,206.6,368841,p166989,,0.21,True,1.3,0,1.0,0,1,109,7,8.95,0,3.4,4,0,0,1.05,101,0,681,59,27,2.0,False,0,21.0,67,0,0.9,0.0,31,19,793.4,Tielemans,Muscle injury - Expected back 18 May,0,7,0.09,109,11,16,6,0.0,3,0.26,5.82,i,321.0
58,Ollie Watkins,89,FWD,Aston Villa,179,1.31,35.23,6.0,2020-09-09,5237947,38,0.0,2418,3,20.1,0,1.41,0,327.0,17,5,1483,0,1995-12-30,29,0,0,14.90,0.06,115,0,2025-03-19T15:30:06.831986Z,0,9,0,32,100.0,6.0,6,213.9,6845140,p178301,,0.33,True,18.5,0,,1,6,13,7,16.58,9,5.0,2,0,0,1.08,5,0,608,6,35,1.0,True,0,241.0,3,-1,0.7,100.0,21,29359,741.2,Watkins,,0,10,0.55,9,3,15,6,6.0,16,0.61,1.68,a,1091.0
167,Axel Disasi,42,DEF,Aston Villa,33,1.77,16.70,0.2,2025-02-03,121709,12,0.0,851,150,7.9,0,1.27,0,75.6,280,117,127,0,1998-03-11,9,0,0,0.37,0.04,320,0,2025-02-15T16:00:09.052094Z,0,3,0,0,100.0,0.2,62,29.7,132201,p220362,,0.32,True,0.4,0,,3,0,202,0,0.74,0,2.5,3,0,0,0.95,324,0,133,107,323,,False,0,73.0,107,-3,0.0,100.0,393,22,169.6,Disasi,,0,100,0.04,616,126,351,121,0.2,1,0.08,0.37,a,51.0
233,Amadou Onana,48,MID,Aston Villa,59,1.33,21.69,3.0,2024-07-22,1447545,23,0.0,1464,202,12.3,0,1.41,0,159.4,136,108,54,0,2001-08-16,18,0,0,2.12,0.04,231,0,2025-02-14T15:00:07.725990Z,0,4,0,5,100.0,3.0,86,70.4,1484436,p449871,,0.25,True,2.1,0,,2,0,208,0,2.77,3,2.5,4,0,0,1.11,153,0,285,46,208,,False,0,21.0,96,-2,0.6,100.0,106,102,331.0,Onana,,0,151,0.13,312,42,214,92,3.0,3,0.17,0.65,a,211.0
385,Marcus Rashford,66,MID,Aston Villa,95,1.38,21.68,2.4,2025-02-02,1844578,15,0.0,1414,19,14.4,0,0.95,0,451.1,88,62,4180,0,1997-10-31,16,0,0,4.67,0.22,79,0,2025-04-27T12:00:08.307285Z,0,7,0,9,0.0,0.0,33,122.1,1904081,p176297,2.0,0.45,True,4.3,0,,4,1,71,4,8.10,0,3.8,2,0,0,1.02,84,0,333,26,174,3.0,False,0,241.0,56,-4,0.4,0.0,149,30,398.4,Rashford,Hamstring injury - Expected back 18 May,0,60,0.3,40,66,99,70,0.0,6,0.52,3.43,i,369.0
598,Lamare Bogarde,39,DEF,Aston Villa,6,1.77,9.28,0.0,2021-01-07,64896,11,0.0,473,254,1.5,0,2.09,0,33.3,336,144,17,0,2004-01-05,5,0,0,0.04,0.02,389,0,,0,0,0,0,,0.0,179,13.3,59187,p515597,,0.0,True,0.2,0,,1,0,532,0,0.17,0,0.8,2,0,0,0.95,409,0,22,128,397,,False,0,152.0,141,-1,0.0,,452,10,84.8,Bogarde,,0,138,0.01,767,145,416,141,0.0,0,0.03,0.13,a,15.0
640,Sil Swinkels,40,DEF,Aston Villa,0,0.0,0.00,0.0,2021-01-07,8500,0,0.0,0,194,0.0,0,0.0,0,0.0,527,218,1,0,,0,0,0,0.00,0.0,605,0,2025-02-04T10:52:01.247463Z,0,0,0,0,0.0,0.0,218,0.0,8332,p514287,,0.0,False,0.1,0,,0,0,626,0,0.00,0,0.0,0,0,0,0.0,567,0,0,183,618,,False,0,152.0,207,0,0.0,0.0,502,0,0.0,Swinkels,Loaned to Bristol Rovers,0,216,0.0,683,177,618,218,0.0,0,0.0,0.00,u,0.0
641,Oliwier Zych,40,GKP,Aston Villa,0,0.0,0.00,0.0,2021-01-07,84305,0,0.0,0,57,0.0,0,0.0,0,0.0,266,71,26,0,2004-06-28,0,0,0,0.00,0.0,607,0,,0,0,0,0,,0.0,71,0.0,54793,p516159,,0.0,True,0.5,0,,0,0,628,0,0.00,0,0.0,0,0,0,0.0,569,0,0,36,620,,False,0,172.0,41,0,0.0,,504,12,0.0,Zych,,0,60,0.0,685,62,620,71,0.0,0,0.0,0.00,a,0.0
656,Kadan Young,44,MID,Aston Villa,0,0.0,0.00,0.0,2022-12-10,59513,0,0.0,0,325,0.0,0,0.0,0,0.0,393,261,10,0,2006-01-19,0,0,0,0.00,0.0,671,0,2025-02-28T11:05:51.443216Z,0,0,0,0,0.0,0.0,263,0.0,51816,p537403,,0.0,False,0.2,0,,1,0,682,0,0.00,0,0.0,0,0,0,0.0,648,0,0,134,676,,False,0,241.0,252,-1,0.0,0.0,599,0,0.0,Young,Loaned to Royal Antwerp,0,261,0.0,542,212,676,261,0.0,0,0.0,0.00,u,0.0
679,Ben Broggio,45,MID,Aston Villa,0,0.0,0.00,0.0,2024-09-23,2421,0,0.0,0,297,0.0,0,0.0,0,0.0,707,316,1,0,2007-01-29,0,0,0,0.00,0.0,750,0,,0,0,0,0,,0.0,317,0.0,1824,p577731,,0.0,True,0.0,0,,0,0,756,0,0.00,0,0.0,0,0,0,0.0,733,0,0,289,753,,False,0,241.0,309,0,0.0,,689,4,0.0,Broggio,,0,316,0.0,469,275,753,316,0.0,0,0.0,0.00,a,0.0
710,Jamaldeen Jimoh,45,MID,Aston Villa,0,0.0,0.00,0.0,2024-09-23,640,0,0.0,0,294,0.0,0,0.0,0,0.0,754,313,2,0,2006-10-02,0,0,0,0.00,0.0,743,0,,0,0,0,0,,0.0,314,0.0,428,p559962,,0.0,True,0.0,0,,0,0,750,0,0.00,0,0.0,0,0,0,0.0,727,0,0,315,747,,False,0,241.0,306,0,0.0,,682,2,0.0,Jimoh,,0,313,0.0,462,272,747,313,0.0,0,0.0,0.00,a,0.0
725,Donyell Malen,53,MID,Aston Villa,32,1.23,3.90,1.8,2025-01-14,85876,5,0.0,286,89,6.0,0,1.57,0,31.7,341,161,348,0,1999-01-19,2,0,0,2.15,0.02,392,0,,0,0,0,3,,1.8,76,36.6,61782,p204646,,0.0,True,0.2,0,,2,1,185,0,2.20,0,2.7,0,0,0,0.63,156,0,104,106,353,,False,0,152.0,98,-2,0.3,,206,44,134.8,Malen,,0,208,0.68,147,90,319,162,1.8,3,0.7,0.05,a,204.0
731,Andrés García,45,DEF,Aston Villa,8,1.85,6.49,0.2,2025-01-21,14907,5,0.0,316,77,1.8,0,1.42,0,68.4,546,150,31,0,2003-02-07,5,0,0,0.04,0.14,330,0,,0,0,0,0,,0.2,151,12.0,11131,p606798,,0.0,True,0.1,0,,0,0,442,0,0.53,0,1.1,0,0,0,1.42,438,0,26,191,434,,False,0,200.0,159,0,0.0,,405,40,45.6,A. Garcia,,0,105,0.01,483,133,423,159,0.2,0,0.15,0.49,a,7.0
737,Unai Emery,8,MNG,Aston Villa,95,0.0,0.00,8.0,2022-11-01,258065,0,0.0,0,11,118.8,1,0.0,0,0.0,417,6,42,5,1971-11-03,0,23,0,0.00,0.0,528,8,,0,0,0,0,,8.0,6,0.0,222936,man37569,,0.0,True,4.1,0,,0,0,561,0,0.00,9,0.0,0,0,3,0.0,482,0,0,5,551,,False,0,200.0,6,0,10.0,,4,167,0.0,Emery,,3,6,0.0,792,4,551,6,8.0,0,0.0,0.00,a,0.0
762,Marco Asensio,61,MID,Aston Villa,40,1.41,9.49,1.6,2025-02-03,810346,8,0.0,605,42,6.6,0,1.19,2,191.2,115,129,2705,0,1996-01-21,7,0,0,4.26,0.15,206,0,,0,2,0,6,,1.6,38,59.4,510910,p174292,,0.3,True,2.7,0,,-1,2,85,2,5.24,2,3.6,2,0,0,1.04,149,0,136,35,305,,False,0,200.0,95,1,0.3,,241,866,184.0,M.Asensio,,0,137,0.63,69,107,253,138,1.6,3,0.78,0.98,a,220.0
59,Max Aarons,43,DEF,Bournemouth,8,0.3,0.28,0.0,2023-08-10,12506,0,0.0,84,126,1.9,0,0.0,0,3.2,452,177,6,0,,1,0,0,0.00,0.01,477,0,2025-01-17T08:27:29.985824Z,0,1,0,0,0.0,0.0,51,1.7,29129,p232980,,1.07,False,0.1,0,,2,0,177,0,0.01,0,2.7,0,0,0,1.07,624,0,31,159,492,,False,0,241.0,247,-2,0.0,0.0,569,0,13.2,Aarons,Season-long loan to Valencia,0,169,0.0,579,228,512,178,0.0,0,0.01,0.01,u,0.0
60,Tyler Adams,49,MID,Bournemouth,53,1.39,27.40,1.8,2023-08-20,16457,27,0.0,1779,161,10.8,0,1.37,0,234.0,522,109,14,0,1999-02-14,19,0,0,1.27,0.03,172,0,2024-12-30T23:30:08.175231Z,0,5,0,1,100.0,1.8,130,70.3,12463,p200785,,0.25,True,0.1,0,,1,0,292,3,1.93,2,2.0,7,0,0,0.96,287,0,285,193,177,,False,0,229.0,161,-1,0.4,100.0,197,11,387.8,Adams,,0,118,0.06,251,85,215,72,1.3,0,0.09,0.66,a,79.0
61,Jaidon Anthony,45,MID,Bournemouth,0,0.0,0.00,0.0,,8381,0,0.0,0,242,0.0,0,0.0,0,0.0,471,272,4,0,,0,0,0,0.00,0.0,693,0,2024-08-30T09:46:29.420148Z,0,0,0,0,0.0,0.0,273,0.0,46573,p444180,,0.0,False,0.1,0,,0,0,702,0,0.00,0,0.0,0,0,0,0.0,675,0,0,172,697,,False,0,,264,0,0.0,0.0,626,0,0.0,Anthony,Season long loan to Burnley,0,272,0.0,392,227,697,272,0.0,0,0.0,0.00,u,0.0
62,David Brooks,49,MID,Bournemouth,48,1.57,14.51,0.6,2018-07-01,9165,11,0.0,834,152,9.8,0,1.19,0,253.6,603,117,7,0,1997-07-08,8,0,0,2.20,0.19,160,0,2024-08-12T14:30:04.440536Z,0,2,0,2,100.0,0.6,151,65.1,8214,p111317,,0.22,True,0.0,0,,1,0,329,1,4.00,1,1.8,3,0,0,0.86,139,0,190,235,326,,False,0,244.0,88,-1,0.1,100.0,339,2,168.4,Brooks,,0,108,0.24,240,160,233,148,0.1,2,0.43,1.80,a,235.0
63,Ryan Christie,49,MID,Bournemouth,76,1.28,30.17,0.0,2021-08-31,50800,28,0.0,2114,154,15.5,0,1.19,0,576.8,435,52,32,0,1995-02-22,27,0,0,2.14,0.12,49,0,2025-04-04T12:00:08.386754Z,0,8,0,5,0.0,0.0,80,139.6,62960,p158499,,0.34,True,0.1,0,4.0,1,1,195,3,5.04,0,2.6,9,0,0,1.15,105,0,435,152,120,,False,0,243.0,68,-1,0.0,0.0,730,1,514.0,Christie,Groin Injury - Expected back 01 Jun,0,40,0.09,244,303,77,43,0.0,2,0.21,2.90,i,303.0
64,Lewis Cook,50,MID,Bournemouth,83,1.36,43.82,1.6,2016-07-08,60415,41,0.0,2904,123,16.6,0,1.27,0,723.5,405,49,17,0,1997-02-03,31,0,0,0.94,0.12,26,0,2025-04-25T14:00:07.684889Z,0,5,0,3,100.0,1.6,96,144.1,59402,p155408,2.0,0.15,True,0.2,0,1.0,0,0,228,4,4.69,2,2.4,8,0,0,0.96,250,0,497,140,74,,False,0,241.0,139,0,0.3,100.0,235,15,602.4,Cook,,0,22,0.03,202,102,71,25,1.1,1,0.15,3.75,a,114.0
65,Enes Ünal,54,FWD,Bournemouth,32,1.74,6.38,0.0,2024-07-01,47149,3,0.0,330,34,5.9,0,0.82,0,56.1,521,37,11,0,1997-05-10,2,0,0,2.73,0.07,348,0,2025-01-09T16:30:08.243030Z,0,2,0,4,0.0,0.0,36,35.9,47743,p168636,4.0,0.55,True,0.1,0,,1,0,312,1,2.99,0,1.9,2,0,0,0.55,155,0,97,70,377,,False,0,219.0,34,-1,0.0,0.0,771,8,104.0,Enes Ünal,Knee injury - Expected back 01 Jun,0,39,0.74,125,79,325,36,0.0,2,0.81,0.26,i,207.0
66,Romain Faivre,50,MID,Bournemouth,0,0.0,0.00,0.0,,23,0,0.0,0,137,0.0,0,0.0,0,0.0,742,335,0,0,,0,0,0,0.00,0.0,779,0,2024-08-20T12:15:06.505689Z,0,0,0,0,0.0,0.0,335,0.0,1460,p441240,,0.0,False,0.0,0,,0,0,780,0,0.00,0,0.0,0,0,0,0.0,773,0,0,308,780,,False,0,,334,0,0.0,0.0,750,0,0.0,Faivre,Loaned to Brest,0,335,0.0,218,321,780,335,0.0,0,0.0,0.00,u,0.0
67,Hamed Traorè,45,MID,Bournemouth,0,0.0,0.00,0.0,,3525,0,0.0,0,241,0.0,0,0.0,0,0.0,560,271,0,0,,0,0,0,0.00,0.0,692,0,2024-08-29T11:07:43.785266Z,0,0,0,0,0.0,0.0,272,0.0,19405,p424044,,0.0,False,0.0,0,,0,0,701,0,0.00,0,0.0,0,0,0,0.0,673,0,0,212,696,,False,0,,263,0,0.0,0.0,625,0,0.0,H.Traorè,Season long loan to A.J.Auxerre,0,271,0.0,388,226,696,271,0.0,0,0.0,0.00,u,0.0
68,James Hill,39,DEF,Bournemouth,17,1.73,8.54,0.0,2022-01-05,112396,9,0.0,443,249,4.4,0,1.83,0,38.4,267,135,141,0,2002-01-10,6,0,0,0.29,0.05,381,0,2025-01-15T01:00:08.846282Z,0,1,0,0,100.0,0.0,106,16.6,107161,p463981,,0.2,True,0.5,0,,1,0,339,1,0.54,0,1.7,1,0,0,1.22,368,0,55,103,386,,False,0,241.0,123,-1,0.0,100.0,444,9,97.0,Hill,,0,133,0.06,759,140,398,135,-0.5,0,0.11,0.25,a,29.0
69,Daniel Jebbison,45,FWD,Bournemouth,13,2.47,1.95,0.6,2024-07-10,478366,1,0.0,71,70,2.9,0,1.27,0,37.8,207,43,160,0,2003-08-13,0,0,0,0.67,0.15,382,0,2024-08-31T06:32:40.630710Z,0,0,0,0,100.0,0.6,61,9.9,568123,p523700,,0.0,True,1.0,0,,0,0,523,0,0.79,1,0.9,1,0,0,0.0,345,0,39,34,471,,False,0,39.0,46,0,0.1,100.0,330,97,23.0,Jebbison,,0,43,0.85,436,31,434,44,0.1,0,1.0,0.12,a,38.0
70,Milos Kerkez,53,DEF,Bournemouth,127,1.33,46.92,4.0,2023-07-20,3227178,43,0.0,3164,20,24.0,0,1.22,0,582.0,18,7,5541,0,2003-11-07,36,0,0,0.55,0.07,48,0,2024-11-21T08:30:08.632085Z,0,8,0,10,100.0,4.0,17,146.7,1350723,p544877,,0.23,True,17.5,0,,-8,2,96,6,2.97,2,3.5,4,0,0,1.02,152,0,519,6,55,,False,0,98.0,24,8,0.8,100.0,59,2676,672.2,Kerkez,,0,8,0.02,157,14,68,21,3.5,2,0.09,2.42,a,213.0
71,Justin Kluivert,60,MID,Bournemouth,154,1.27,31.00,1.4,2023-07-01,5410578,27,0.0,2204,51,25.7,0,1.1,0,637.7,37,15,5420,0,1999-05-05,27,0,0,9.74,0.14,40,0,2025-04-01T14:00:07.917236Z,0,12,0,14,100.0,1.4,9,203.9,4289588,p222683,,0.49,True,10.9,0,,-5,4,16,6,13.16,1,4.8,8,0,0,1.1,29,0,518,12,48,1.0,False,0,152.0,18,5,0.2,100.0,261,1650,693.8,Kluivert,,0,35,0.4,79,122,20,12,0.9,12,0.54,3.42,a,712.0
72,Chris Mepham,44,DEF,Bournemouth,0,0.0,0.00,0.0,,287,0,0.0,0,96,0.0,0,0.0,0,0.0,639,256,0,0,,0,0,0,0.00,0.0,663,0,2024-09-01T09:10:00.945219Z,0,0,0,0,0.0,0.0,255,0.0,6326,p223911,,0.0,False,0.0,0,,1,0,676,0,0.00,0,0.0,0,0,0,0.0,637,0,0,222,669,,False,0,,253,-1,0.0,0.0,584,0,0.0,Mepham,On loan to Sunderland for the season,0,255,0.0,513,237,669,256,0.0,0,0.0,0.00,u,0.0
74,Dango Ouattara,46,MID,Bournemouth,111,1.44,31.96,1.6,2023-01-19,793254,23,0.0,1998,230,24.1,0,1.04,0,496.8,189,24,2359,0,2002-02-11,21,0,0,8.42,0.15,71,0,2025-05-08T16:30:08.039133Z,0,7,0,7,0.0,0.0,43,187.2,676445,p533463,,0.32,True,1.2,0,,4,2,91,4,11.66,0,3.5,3,0,0,0.95,26,0,432,63,66,,False,0,35.0,15,-4,0.3,0.0,229,3,624.6,O.Dango,Groin Injury - Expected back 01 Jun,0,56,0.38,359,97,32,21,0.0,7,0.53,3.24,i,754.0
